名称,电话,Address,CityName,GCJ_lng,GCJ_lat,WGS84_lng,WGS84_lat,解析结果
新田社区新荔公园篮球场,0755-23204706,宝安区福海街道新田社区新田旧村,深圳市,113.805016,22.668225,113.79340570856475,22.665268265563917,广东省深圳市宝安区福海街道新田村新和社区
新桥街道中心公园篮球场,0755-27226138,宝安区新桥街道新沙路168号,深圳市,113.831174,22.72879,113.81955838876475,22.726042067909948,广东省深圳市宝安区新桥街道新沙路168号
芙蓉体育文化公园,0755-27226138,宝安区新桥街道新玉路与横岗下交叉口,深圳市,113.864637,22.727842,113.8532023549204,22.72468191743296,广东省深圳市宝安区新桥宝安街道新玉路与横岗
田背篮球场,21011606,龙华区福城街道田背一村一路,深圳市,114.037741,22.693651,114.02615017690677,22.690425382938678,广东省深圳市龙华区福城街道田背一村
金倡达科技园篮球场,13714466661,龙华区观湖街道樟坑径社区上围村金倡达科技园,深圳市,114.082379,22.682373,114.07070036825364,22.67927625033174,广东省深圳市龙华区观湖街道樟坑径村上围村金倡达科技园
桔岭新村篮球场,28164280,龙华区福城街道桔岭新村党群V站边,深圳市,114.022632,22.726635,114.0111140832909,22.72319179049558,广东省深圳市龙华区福城街道桔岭新村
章阁股份公司篮球场,,龙华区福城街道章阁路309号（章阁股份公司）旁,深圳市,114.018164,22.746691,114.00668365207831,22.743205475711296,广东省深圳市龙华区福城街道章阁路309号
下围村篮球场,13714506529,龙华区观湖街道下围村篮球场,深圳市,114.077384,22.686462,114.06569183094794,22.683426535908637,广东省深圳市龙华区观湖龙湖街道下围村
松元厦工作站篮球场,,龙华区观湖街道观湖环观中路观城社区工作站内,深圳市,114.058832,22.70298,114.04713729556987,22.699994226193056,广东省深圳市龙华区观湖街道环观中路观城社区工作站
笋岗街道综合性文体服务中心,0755-82440939,罗湖区罗湖区宝安北路4008号二楼,深圳市,114.109639,22.569687,114.09805744298498,22.566148997356144,广东省深圳市罗湖区宝安北路4008号
海上田园五人制足球场,13760376105,宝安区沙井街道民主大道海上田园景区内,深圳市,113.770726,22.727047,113.75911423921052,22.72355188180722,广东省深圳市宝安区沙井街道民主大道海上田园
沙头七人制足球场,13600197298,宝安区沙井街道沙头社区沙壆三路,深圳市,113.810401,22.729086,113.79875250680284,22.72619640228593,广东省深圳市宝安区沙井街道沙头社区沙壆三路
鸿业工业园篮球场,,宝安区航城街道黄麻布社区簕竹角梁坑三路与簕竹角路交叉口西北,深圳市,113.858793,22.655149,113.84736448406886,22.6521044498607,广东省深圳市宝安区宝安航城街道黄麻布社区簕竹角村梁坑三路/簕竹角路
黄麻布股份公司篮球场,,宝安区航城街道黄麻布社区黄麻布路34号,深圳市,113.867744,22.664712,113.8563638004672,22.66153043980825,广东省深圳市宝安区宝安航城街道黄麻布社区黄麻布路34号
铁岗村篮球场,0755-27948165,宝安区西乡街道铁岗社区环村东路庆泰园工业区旁,深圳市,113.887888,22.600812,113.87654439066091,22.597506827419387,广东省深圳市宝安区西乡宝安街道铁岗社区环村东路
龙珠山顶篮球场,,宝安区西乡街道龙珠社区龙珠花园,深圳市,113.878297,22.58074,113.86693693653893,22.5774588415524,广东省深圳市宝安区西乡宝安街道龙珠社区居委会龙珠花园(龙珠路)
麻布社区篮球场,0788-29611454,宝安区西乡街道海城路一号,深圳市,113.868066,22.564971,113.85667707147624,22.561796950062934,广东省深圳市宝安区西乡宝安街道海城路海城路1号
径贝社区篮球场,29636306,宝安区西乡街道径贝社区径贝新村20号旁,深圳市,113.878619,22.568907,113.86727147484103,22.565627194425424,广东省深圳市宝安区西乡宝安街道径贝社区径贝新村20号
宝安公园网球场（公益开放）,13480743356,宝安区新安街道宝安公园东门,深圳市,113.908149,22.583681,113.89679446699081,22.580583412149032,广东省深圳市宝安区新安街道宝安公园(东门)
桂园街道综合文体中心,0755-82117803,罗湖区松园路68号鸿翔花园7栋A座2楼,深圳市,114.105682,22.554932,114.09410081198004,22.55145664239811,广东省深圳市罗湖区松园西街68号鸿翔花园7栋a座
莲塘街道综合性文体服务中心,0755-25359874,罗湖区莲塘街道港莲路城市东座二楼,深圳市,114.169814,22.559294,114.15827867308822,22.55626988769219,广东省深圳市罗湖区莲塘街道港莲路城市东座
九围勒杜鹃谷足球场,19924564569,宝安区航城街道簕杜鹃谷公园旁,深圳市,113.855956,22.64974,113.84450961826013,22.646742127235466,广东省深圳市宝安区航城街道簕杜鹃谷公园
黄麻布足球场,19924564569,宝安区航城街道黄麻布路42号黄麻布公园,深圳市,113.867793,22.665963,113.85641237412197,22.662780396801487,广东省深圳市宝安区航城街道黄麻布路42号黄麻布公园
大浪社区篮球场,0755-29903822,宝安区新安街道创业二路北二巷5号对面,深圳市,113.910381,22.579134,113.89902409763911,22.5760745396443,广东省深圳市宝安区新安街道创业二路北二巷5号
洪浪公园篮球场,15989552993,宝安区新安街道新安20区洪浪南路洪浪公园,深圳市,113.916387,22.570128,113.90502078354538,22.567175341518393,广东省深圳市宝安区新安街道洪浪南路洪浪公园
海裕社区篮球场,0755-21500351,宝安区新安街道玉律路163号,深圳市,113.876445,22.560641,113.86509862944438,22.557378599282313,广东省深圳市宝安区新安街道玉律路163号
龙井社区湖滨花园篮球场,0755-27085594,宝安区新安街道建安一路2号对侧篮球场,深圳市,113.912593,22.55554,113.90125391155473,22.552525085140655,广东省深圳市宝安区新安街道建安一路2号
新安街道龙井社区双界河篮球场,0755-29903822,宝安区新安街道龙井社区双界河篮球场,深圳市,113.913269,22.558592,113.901924899523,22.55558803927483,广东省深圳市宝安区新安街道龙井社区
罗田森林公园网球场,0755-27889202,宝安区燕罗街道燕罗街道罗田森林公园,深圳市,113.891049,22.832983,113.87969402132514,22.82962772190331,广东省深圳市宝安区宝安街道罗田森林公园
盛力人和格斗运动馆天安店,18643807827,龙岗区龙城街道天安数码城3栋A座四楼,深圳市,114.217232,22.721918,114.20582743292987,22.718708647937206,广东省深圳市龙岗区龙城街道龙岗天安数码城3栋a座
盛力人和格斗运动馆碧湖店,18898792912,龙岗区龙城街道碧湖玫瑰园九栋二楼,深圳市,114.240211,22.721636,114.22890758498336,22.718138373485623,广东省深圳市龙岗区龙城街道碧湖玫瑰园9栋
笔架山体育公园,18617073652,福田区华富街道皇岗路笔架山公园,深圳市,114.080876,22.562893,114.06920169032705,22.559836162911022,广东省深圳市福田区华富街道皇岗路笔架山公园
平湖文体中心羽毛球馆（公益）,18823319572,龙岗区平湖街道辅城坳社区融湖广场文体中心6层,深圳市,114.493402,22.53375,114.48223404349426,22.53025820153081,广东省深圳市龙岗区南澳街道社区街道南澳文体中心
平湖文体中心篮球馆（公益）,18948767073,龙岗区平湖街道辅城坳社区融湖广场文体中心4层,深圳市,114.493402,22.53375,114.48223404349426,22.53025820153081,广东省深圳市龙岗区南澳街道社区街道南澳文体中心
坂田云上星动力体育中心（公益）,"130,056,733,121,767,000,000,000,000,000,000",龙岗区坂田街道雪岗北路302号,深圳市,114.058105,22.66602,114.04644706114883,22.66304538062972,广东省深圳市龙岗区坂田街道雪岗北路302号
翠湖文体公园（公益开放）,18188617739,罗湖区黄贝街道沙湾路与太白路交叉口,深圳市,114.145488,22.576051,114.13395397144706,22.572574112723615,广东省深圳市罗湖区东湖街道沙湾路/东湖路
狮子山足球公园（公益）,19924564569,宝安区航城街道机场南路辅路,深圳市,113.835091,22.614028,113.82350230844645,22.611289655791886,广东省深圳市宝安区航城街道机场南路辅路
友鹏大康足球场（公益）,13923788125,龙岗区园山街道大康社区富民路6-1大康足球场,深圳市,114.228708,22.641864,114.21740168047603,22.63850204289434,广东省深圳市龙岗区园山街道大康社区富民路6-1号大康足球场
硬汉篮球俱乐部（公益）,15941092561,龙岗区南湾街道南龙社区布沙路215号百门前工业区厂房7栋702,深圳市,114.147711,22.606572,114.13616647188557,22.603127921864168,广东省深圳市龙岗区南湾街道社区布沙路183号
【宝安】林丹羽毛球俱乐部（公益场）,13316877010,宝安区石岩街道顺达路与育才路交叉路口往东约50米(石岩体育馆),深圳市,113.945795,22.672576,113.9343597977707,22.669924154914145,广东省深圳市宝安区石岩街道顺达路与育才路石岩体育馆
深銮·金鹏足球场（公益）,400-001-6358,龙岗区坂田街道新雪社区上雪路2号,深圳市,114.085099,22.64519,114.0734425370764,22.64206287974419,广东省深圳市龙岗区坂田街道社区街道上雪路2号
新和社区工作站大院,0755-27302112,宝安区福海街道新和社区悦盛二路2号,深圳市,113.805054,22.667739,113.79344400026964,22.66478310105399,广东省深圳市宝安区福海街道新和社区悦盛二路2号
塘尾广场篮球场,0755-85279965,宝安区福海街道塘尾社区塘尾大道塘尾广场篮球场,深圳市,113.812027,22.703723,113.80037951218289,22.700863709319428,广东省深圳市宝安区福海街道塘尾社区塘尾大道
和平康和公园篮球场,0755-29852854,宝安区福海街道和顺路79-1-1号康和公园,深圳市,113.798165,22.689165,113.78654250715235,22.68607206141969,广东省深圳市宝安区福海街道和顺路79-1号康和公园
稔田公园篮球场（稔田文化广场）,0755-27784456,宝安区福海街道稔田社区稔田公园路,深圳市,113.830685,22.7019,113.81907035860552,22.69916053961072,广东省深圳市宝安区福海街道稔田凤凰社区稔田公园路
东方社区南边头小区篮球场,0755-27081734,宝安区松岗街道东方社区南边头小区,深圳市,113.84483,22.760054,113.83330481705845,22.757192987915147,广东省深圳市宝安区松岗街道东方社区南边头小区
东方社区上报美小区篮球场,0755-27081734,宝安区松岗街道143-12号东方社区上报美小区商住楼旁边,深圳市,113.848656,22.760985,113.83715352692643,22.758071327724437,广东省深圳市宝安区松岗街道东方社区上报美村
东方社区雾岗小区篮球场,0755-27081734,宝安区松岗街道东方社区雾岗小区,深圳市,113.845671,22.762262,113.83415200983973,22.759389680577307,广东省深圳市宝安区松岗街道东方社区
碧头第三工业区文化广场篮球场,0755-27053148,宝安区松岗街道碧头社区第三工业区文化广场,深圳市,113.84027,22.740502,113.82870296796263,22.737695148304034,广东省深圳市宝安区松岗街道碧头凤凰社区第三工业区
碧头社区毗邻党建党群服务中心篮球场,0755-27053148,宝安区松岗街道碧头社区松安路沙场2号茅洲河流域毗邻党建党群服务中心,深圳市,113.828157,22.760444,113.81655827175248,22.75769565909507,广东省深圳市宝安区松岗街道碧头凤凰社区松安路茅洲河
潭头第三工业区篮球场,0755-27086860,宝安区松岗街道深圳潭头小学北(松安路东),深圳市,113.843525,22.750611,113.83198472407429,22.74776738179322,广东省深圳市宝安区松岗街道深圳潭头小学
潭头三村篮球场,0755-27086860,宝安区松岗街道潭头三村篮球场,深圳市,113.838307,22.74851,113.82673793724643,22.7457204624602,广东省深圳市宝安区松岗街道潭头三村
潭头新二村篮球场,0755-27086860,宝安区松岗街道潭头新二村篮球场,深圳市,113.838417,22.750879,113.82685069697561,22.74808829187209,广东省深圳市宝安区松岗街道潭头新二村
潭头西部工业区篮球场,0755-27086860,宝安区松岗街道潭头第四工业区(外环高速北150米),深圳市,113.834752,22.748652,113.82316709246571,22.745887510204078,广东省深圳市宝安区松岗街道潭头第四工业区
潭头一村篮球场,0755-27086860,宝安区松岗街道潭头一村篮球场,深圳市,113.845414,22.750031,113.83388368823591,22.747163684608378,广东省深圳市宝安区松岗街道潭头一村
沙浦围社区体育公园,0755-23503546,宝安区松岗街道沙浦围社区体育公园,深圳市,113.825925,22.777365,113.81432505452678,22.77460942517909,广东省深圳市宝安区松岗街道沙浦围社区
江边社区工业园篮球场,0755-27096748,宝安区松岗街道江边社区警务室旁,深圳市,113.847873,22.716646,113.8363352800295,22.713749794477682,广东省深圳市宝安区松岗街道江边街道黄埔社区警务室
沙浦围社区广场篮球场,0755-23503546,宝安区松岗街道沙浦围社区广场,深圳市,113.825925,22.777365,113.81432505452678,22.77460942517909,广东省深圳市宝安区松岗街道沙浦围社区
茅洲河公园篮球场,0755-27138347,宝安区松岗街道沙浦围丰功路1号,深圳市,113.82504,22.775394,113.81343804419268,22.772636584474203,广东省深圳市宝安区松岗街道沙浦围村
沙浦社区球场,13602656992,宝安区松岗街道艺展四路8号,深圳市,113.83395,22.78549,113.82237385622567,22.782720930513964,广东省深圳市宝安区松岗街道艺展四路8号
花果山社区篮球场,0755-27051882,宝安区松岗街道环城路30号附近,深圳市,113.842976,22.771894,113.83144583705221,22.769053161042617,广东省深圳市宝安区松岗街道环城路30号
新桥街道长流陂足球场,13922852108,宝安区新桥街道新玉路旁长流陂水厂门口右侧,深圳市,113.863333,22.726833,113.85189044898353,22.723692590070648,广东省深圳市宝安区新桥街道新玉路旁
新桥街道洪田火山公园足球场,13922852108,宝安区新桥街道黄埔社区洪田荔枝仔路洪田火山公园停车场,深圳市,113.856494,22.700501,113.84501548651455,22.697476626722597,广东省深圳市宝安区新桥街道黄埔社区洪田荔枝仔路洪田火山公园
新桥街道新和大道足球场,13922852108,宝安区新桥街道新和大道旁外环高速南侧,深圳市,113.879913,22.726512,113.86854629684862,22.723192382601702,广东省深圳市宝安区新桥街道外环高速
碧头社区篮球场,0755-27053148,宝安区松岗街道碧头社区党群服务中心,深圳市,113.816573,22.772102,113.80495763319662,22.769286090689988,广东省深圳市宝安区松岗街道碧头深圳市社区党群服务中心
沙头角羽毛球馆（公益开放）,,盐田区沙头角街道金融路55号沙头角体育馆；海涛路27号盐田区游泳馆二楼,深圳市,114.233985,22.547663,114.22270791953628,22.544250812819957,广东省深圳市盐田区沙头角街道金融路55号海涛路27号盐田区游泳馆
沙井卫生监督所篮球场,27228588,宝安区沙井街道宝安大道8261号,深圳市,113.824571,22.739759,113.81294440054374,22.737005773623586,广东省深圳市宝安区沙井街道宝安大道8261号
定岗湖公园生态篮球场,27228588,宝安区沙井街道欣丰路定岗湖公园,深圳市,113.815543,22.727997,113.8038947496856,22.725175973746335,广东省深圳市宝安区沙井街道欣丰路
明湖城市公园,18938978399,光明区凤凰街道光明区明湖城市公园,深圳市,113.898243,22.736362,113.88690270520082,22.733097803014,广东省深圳市光明区凤凰街道明湖城市公园(南1门)
G19高尔夫俱乐部（公益）,18666219000,龙岗区龙城街道公众高尔夫练习场一楼,深圳市,114.240991,22.711962,114.22968959449997,22.708463100852967,广东省深圳市龙岗区龙城街道
白石厦体育公园,13760179670,宝安区福永街道白石厦体育公园（立新湖公园南侧）,深圳市,113.821686,22.680188,113.8100698456628,22.67743847753356,广东省深圳市宝安区福永街道白石厦体育公园
茭塘篮球场,29889606,宝安区沙井街道茭塘花园旁,深圳市,113.808965,22.719624,113.79731353636105,22.716714049394785,广东省深圳市宝安区沙井街道茭塘花园
西部义乌未来健康足球场,15814446992,宝安区沙井街道西环路2009号,深圳市,113.799959,22.725949,113.7883178192717,22.722878048161885,广东省深圳市宝安区沙井街道沙井西环路2009号
白石厦乌石岗足球场,13760179670,宝安区福永街道兴益路和美华路交界白石厦乌石岗足球场,深圳市,113.820367,22.672613,113.80875603534935,22.669857481755354,广东省深圳市宝安区福永街道兴益路白石厦
盛世华联旁网球场,"0755-27173136,13480992719",光明区凤凰街道公园路(甲子塘店),深圳市,113.919944,22.731572,113.90854653051446,22.728647910135795,广东省深圳市光明区凤凰街道甲子塘
南澳文体中心,0755-84403399,大鹏新区南澳街道南澳办事处人民路2号,深圳市,114.493549,22.534006,114.48238138681762,22.530515571817016,广东省深圳市龙岗区大鹏新区南澳街道人民路2号
深圳市宝安区福永街道乒乓球训练基地,0755-27382823,宝安区福永街道怀德南路党群服务中心5楼乒乓球训练基地,深圳市,113.913951,22.565185,113.90259782070198,22.562191081421766,广东省深圳市宝安区福永街道镇宝安区党群服务中心
福永社区翠竹街篮球场,,宝安区福永街道福永社区翠竹街67号旁,深圳市,113.81334,22.664784,113.80172863885393,22.661958299822928,广东省深圳市宝安区福永街道福永社区
辛养社区廉政公园,0755-29693006,宝安区沙井街道辛养社区辛安路36号,深圳市,113.809381,22.739096,113.79774041917769,22.736189571363465,广东省深圳市宝安区沙井街道辛养社区辛安路36号
衙边篮球场,13670000032,宝安区沙井街道衙边社区围浅小区,深圳市,113.812826,22.743415,113.80118898876448,22.740558318680996,广东省深圳市宝安区沙井街道衙边社区围浅小区
华丰国际智造城篮球场,0755-81769999,宝安区沙井街道万安路华丰国际智造城24栋楼下,深圳市,113.788587,22.725792,113.77696258482077,22.722507553316884,广东省深圳市宝安区沙井街道万乐路华丰国际智造城
高新科技园篮球场,13682555550,宝安区沙井街道帝堂路87号-20,深圳市,113.789752,22.745295,113.77814103172422,22.74202885302732,广东省深圳市宝安区沙井街道帝堂路87-6号
蓝天科技园篮球场,0755-33652222,宝安区沙井街道帝堂路沙二蓝天科技园,深圳市,113.788897,22.746969,113.77728889791118,22.743687505591897,广东省深圳市宝安区沙井街道帝堂路沙二蓝天科技园
怡安花园网球场,15811840506,宝安区沙井街道民主大道4号怡安花园,深圳市,113.799488,22.735476,113.7878535844945,22.732394728833814,广东省深圳市宝安区沙井街道民主大道4号怡安花园(南门)
沙二西环新村,0755-29479789,宝安区沙井街道西环路沙二西环新村篮球场、羽毛球场,深圳市,113.80111,22.738183,113.78947575098309,22.73513219639951,广东省深圳市宝安区沙井街道沙井西环路沙二西环新村
奇宏体育场,0755-33668888-63052,宝安区沙井街道辛养西部工业园生活区,深圳市,113.811572,22.73927,113.79993108856503,22.736396323994946,广东省深圳市宝安区沙井街道辛养村
步涌社区文化广场篮球场,0755-23237838,宝安区沙井街道步涌社区文化广场篮球场,深圳市,113.807497,22.758401,113.79587492034233,22.755462181808483,广东省深圳市宝安区沙井街道步涌社区
沙井街道综合性文化服务中心室内乒乓球,0755-27228588,宝安区沙井街道西荟城一期3栋沙井街道综合性文化服务中心,深圳市,113.816695,22.73103,113.80504936929563,22.728221198186834,广东省深圳市宝安区沙井街道华盛新沙荟名庭
红花岭公园足球场（公益场）,,龙岗区龙岗街道清水路红花岭公园内进入靠左步行500米,深圳市,114.510311,22.473022,114.49912598401153,22.469785413306457,广东省深圳市龙岗区龍崗街道红花岭
红花岭低碳公园足球球（公益场）,,龙岗区龙岗街道盐龙大道红花岭低碳公园停车场步行50米,深圳市,114.510311,22.473022,114.49912598401153,22.469785413306457,广东省深圳市龙岗区龍崗街道红花岭
大鹏文体中心（公益）,0755-84312366,大鹏新区大鹏街道人民路37号,深圳市,114.474959,22.599541,114.46367842740636,22.596022413821146,广东省深圳市龙岗区大鹏新区大鹏街道人民路37号
杰奥足球场（公益）,18218723236,龙岗区坪地街道环坪路西侧零碳公园边（未来大道与果岭路交界处）,深圳市,114.286054,22.777444,114.27470373824586,22.774414260028482,广东省深圳市龙岗区坪地街道环坪零碳公园
旭日蔡志明羽毛球馆（公益）,15889550001,龙岗区平湖街道凤凰大道文体服务中心,深圳市,114.147484,22.692401,114.13594446264389,22.688938333366647,广东省深圳市龙岗区平湖街道凤凰大道
平湖体育中心网球场（公益）,15889550001,龙岗区平湖街道平湖体育中心,深圳市,114.140909,22.698574,114.12936738576575,22.695005494175422,广东省深圳市龙岗区平湖街道平湖体育中心
大生（乐城）体育中心-公益场,0755-28886661,龙岗区园山街道坳园路,深圳市,114.222033,22.674333,114.2106880229451,22.671062905625206,广东省深圳市龙岗区园山街道坳园路
民新社区公园,,龙华区民治街道平安路民兴工业区旁,深圳市,114.046765,22.619562,114.03513202709566,22.616481907987207,广东省深圳市龙华区民治街道平安路民兴工业区
马坜社区公园,,龙华区观湖街道观城社区马坜村,深圳市,114.051491,22.7131,114.03981732895984,22.71005310946705,广东省深圳市龙华区观湖街道观城社区马坜村
松元厦社区公园,,龙华区观湖街道松元厦社区松元派出所后,深圳市,114.066914,22.720891,114.0551989446411,22.717912163485337,广东省深圳市龙华区观湖街道松元厦社区松元派出所
金龙路带状公园,,龙华区民治街道金龙路与新区大道交汇处,深圳市,114.042533,22.596398,114.0309101640998,22.593260151274567,广东省深圳市龙华区民治街道金龙路/新区大道
人民路街心公园,,龙华区民治街道深圳市龙华区民治街道人民路与绿景路交界处,深圳市,114.022053,22.628293,114.01056313108235,22.624869771936634,广东省深圳市龙华区民治街道龙华人民路/绿景路
新区大道街心公园,,龙华区民治街道深圳市龙华区民治街道新区大道与民宝路交界处,深圳市,114.022341,22.617114,114.01083926071527,22.613693338843117,广东省深圳市龙华区民治街道新区大道/民宝路
上芬社区公园,,龙华区民治街道深圳市龙华区民治街道西头瓜地新村与龙屋老村对面,深圳市,114.02158,22.637195,114.01010041008966,22.633767181823796,广东省深圳市龙华区民治街道西头瓜地新村龙屋老村
金湖湾体育公园,,龙华区福城街道金湖湾小区旁,深圳市,114.012155,22.734059,114.00068765226807,22.730545869727656,广东省深圳市龙华区福城街道金湖湾小区
梅龙路四号地块,,龙华区民治街道龙华区龙华大道与民乐路交叉路口,深圳市,114.047922,22.604605,114.03627330634339,22.601539692397647,广东省深圳市龙华区民治街道龙华大道与民乐路
福城狮径公园,,龙华区福城街道悦兴路垃圾转运站旁,深圳市,114.023678,22.710709,114.01215350159148,22.70728096933084,广东省深圳市龙华区福城街道悦兴路垃圾转运站
小马沥街心公园,,龙华区福城街道百丽名苑，环城绿道入口,深圳市,114.00582,22.72244,113.99436531984588,22.718933291995107,广东省深圳市龙华区福城街道百丽名苑龙华环城绿道(大水坑段)
章阁背礼园社区公园,,龙华区福城街道塘前村,深圳市,114.017698,22.740854,114.00621419093797,22.73736572569559,广东省深圳市龙华区福城街道塘前村
章阁城市公园,,龙华区福城街道道章阁社区富士康北门公园路,深圳市,114.043788,22.664895,114.03219107157676,22.661770660069593,广东省深圳市龙华区福城街道章阁社区富士康(西门)
罗屋围休闲公园,,龙华区大浪街道罗屋围绕村内,深圳市,114.010232,22.685324,113.99878632749765,22.681823446423653,广东省深圳市龙华区大浪街道罗屋围
石凹新村公园,,龙华区大浪街道石凹新村入口,深圳市,113.994278,22.696644,113.9828486411631,22.69324790077627,广东省深圳市龙华区大浪街道石凹村
下岭排社区公园,,龙华区大浪街道下岭排村内,深圳市,114.007233,22.680352,113.99580148385552,22.676856425061022,广东省深圳市龙华区大浪街道
大浪消防公园,,龙华区大浪街道新岭路边,深圳市,114.000106,22.695092,113.98867323040835,22.691630381513917,广东省深圳市龙华区大浪街道新岭路
大浪体育公园,,龙华区大浪街道大浪办事处后面,深圳市,113.989784,22.663519,113.9783851503616,22.660204519214698,广东省深圳市龙华区大浪街道深圳大浪办事处
