日志最新编号,X,Y,WGS84_lng,WGS84_lat
20201116GM002,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201116GM009,114.096119201087,22.5569736004921,114.0844982243775,22.553664409966764
20201116GM011,114.071403855175,22.5241847364517,114.0597350288687,22.5212260664024
20201116GM015,114.15204606574,22.5526484892079,114.14053027934303,22.549295814186994
20201116GM018,114.126007753138,22.5472059968561,114.11449387658344,22.543557991733994
20201116GM056,114.13155228018,22.6124567978164,114.12001256501466,22.60881314049352
20201116GM059,113.899281046742,22.5943636227066,113.88793831848977,22.591138944395723
20201117GM026,114.126007753138,22.5472059968561,114.11449387658344,22.543557991733994
20201117GM027,114.124734824433,22.5467391007461,114.11321890471078,22.543091446759643
20201117GM028,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201117GM029,114.170715159123,22.5681236841067,114.15917032032198,22.565110837560283
20201117GM031,114.038038886119,22.6073643848051,114.02644342912346,22.604158479987863
20201117GM032,114.129362909265,22.5445887410237,114.11785553582307,22.54094801252725
20201117GM034,113.911481938618,22.5798719041216,113.90012131525442,22.57683098748797
20201117GM039,114.178796264337,22.5681605153322,114.16725686942611,22.5652458742763
20201117GM042,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201117GM045,114.068620727035,22.6311468120343,114.05693463498672,22.628188141403406
20201117GM046,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201117GM047,114.078084319367,22.5574165705043,114.06641087987202,22.554395796896568
20201117GM048,113.929782614244,22.5038525818472,113.91837897174999,22.501116005468866
20201117GM049,114.150389957276,22.5654386021812,114.13886291576307,22.562051284458157
20201117GM051,114.129362909265,22.5445887410237,114.11785553582307,22.54094801252725
20201117GM052,114.112888650109,22.5601856184245,114.10132892235501,22.55660966299343
20201117GM053,114.138916841261,22.5617763098045,114.12740049072947,22.558208613792836
20201122CHHY001,114.138916841261,22.5617763098045,114.12740049072947,22.558208613792836
20201122CHHY003,114.138916841261,22.5617763098045,114.12740049072947,22.558208613792836
20201122LYJ002,114.038038886119,22.6073643848051,114.02644342912346,22.604158479987863
20201122LYJ003,114.038038886119,22.6073643848051,114.02644342912346,22.604158479987863
20201122LYJ004,114.038038886119,22.6073643848051,114.02644342912346,22.604158479987863
20201122LYJ007,114.037668932279,22.6094113420141,114.02607669573774,22.606199751382988
20201122LYJ010,114.038038886119,22.6073643848051,114.02644342912346,22.604158479987863
20201122LYJ014,114.038038886119,22.6073643848051,114.02644342912346,22.604158479987863
20201122LYJ015,114.037069984467,22.6110102806478,114.02548214298099,22.607789536444926
20201122LYJ016,114.038038886119,22.6073643848051,114.02644342912346,22.604158479987863
20201122LYJ017,114.038038886119,22.6073643848051,114.02644342912346,22.604158479987863
20201122LYJ018,114.038038886119,22.6073643848051,114.02644342912346,22.604158479987863
20201122LYJ020,114.037069984467,22.6110102806478,114.02548214298099,22.607789536444926
20201122LYJ022,114.038038886119,22.6073643848051,114.02644342912346,22.604158479987863
20201122LYJ023,114.038038886119,22.6073643848051,114.02644342912346,22.604158479987863
20201122ZZHF005,113.911098905716,22.5799588865871,113.89973930195744,22.576911397690264
20201122ZZHF006,113.911098905716,22.5799588865871,113.89973930195744,22.576911397690264
20201123HKC001,114.069603719905,22.6296487492287,114.05791575959155,22.626686097318334
20201123HKC004,114.069603719905,22.6296487492287,114.05791575959155,22.626686097318334
20201123HKC005,114.069603719905,22.6296487492287,114.05791575959155,22.626686097318334
20201123HKC008,114.069603719905,22.6296487492287,114.05791575959155,22.626686097318334
20201123HKC011,114.069603719905,22.6296487492287,114.05791575959155,22.626686097318334
20201123HKC012,114.069603719905,22.6296487492287,114.05791575959155,22.626686097318334
20201123HKC013,114.069603719905,22.6296487492287,114.05791575959155,22.626686097318334
20201123HKC016,114.069603719905,22.6296487492287,114.05791575959155,22.626686097318334
20201123HKC017,114.069603719905,22.6296487492287,114.05791575959155,22.626686097318334
20201123HKC021,114.069603719905,22.6296487492287,114.05791575959155,22.626686097318334
20201123SJHC002,114.06411662632,22.6301510806248,114.05243461482593,22.627199406115302
20201123SJHC004,114.06411662632,22.6301510806248,114.05243461482593,22.627199406115302
20201123SJHC005,114.06411662632,22.6301510806248,114.05243461482593,22.627199406115302
20201123SJHC007,114.06411662632,22.6301510806248,114.05243461482593,22.627199406115302
20201123SJHC008,114.06411662632,22.6301510806248,114.05243461482593,22.627199406115302
20201123SJHC009,114.06411662632,22.6301510806248,114.05243461482593,22.627199406115302
20201123SJHC010,114.06411662632,22.6301510806248,114.05243461482593,22.627199406115302
20201123SJHC011,114.06411662632,22.6301510806248,114.05243461482593,22.627199406115302
20201123SJHC012,114.06411662632,22.6301510806248,114.05243461482593,22.627199406115302
20201123SJHC013,114.06411662632,22.6301510806248,114.05243461482593,22.627199406115302
20201123SJHC014,114.06411662632,22.6301510806248,114.05243461482593,22.627199406115302
20201124HQB003,114.142665255666,22.6158005714887,114.13113022184412,22.612274267419256
20201124HQB008,114.096220964987,22.5448102953389,114.08460981571751,22.541501804477118
20201124HQB009,113.79106301514,22.7193940048795,113.77943313761531,22.71615529598879
20201124HQB010,113.966489301373,22.5729104015201,113.95504442125707,22.570058161603917
20201124HQB011,114.094435048627,22.5544540754496,114.0828100449824,22.551176327559638
20201124HQB012,113.90370387595,22.5620783082073,113.89238012312653,22.55891880818056
20201124HQB013,114.094435048627,22.5544540754496,114.0828100449824,22.551176327559638
20201124HQB014,114.089732150143,22.5509838553746,114.07809337868066,22.547791364712666
20201124HQB015,114.088491117228,22.5469598340961,114.07685116764496,22.54378958324312
20201124HQB022,113.851639139474,22.5965593685715,113.84013167130703,22.593631161845423
20201124HQB023,114.052450154715,22.5627846163743,114.0408053025937,22.559778885538222
20201124HQB024,114.071350854059,22.6444937368592,114.0596740077093,22.641521746894075
20201124HQB026,114.105647728368,22.5582255940589,114.09406321722842,22.55474993503836
20201124HQB027,114.097039967048,22.544987349339,114.08543190224023,22.541663864545622
20201124HQB030,114.119630949807,22.656206523574,114.1080995392125,22.652561456390767
20201124HQB031,114.109077653886,22.5637415721619,114.09750047416763,22.560213063062147
20201124HQB033,113.966489301373,22.5729104015201,113.95504442125707,22.570058161603917
20201124HQB035,114.097039967048,22.544987349339,114.08543190224023,22.541663864545622
20201124HQB037,114.094435048627,22.5544540754496,114.0828100449824,22.551176327559638
20201124HQB038,114.096121937965,22.5453922822906,114.08451009435245,22.54208551237641
20201124HQB040,113.966489301373,22.5729104015201,113.95504442125707,22.570058161603917
20201124HQB041,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201124HQB045,114.109077653886,22.5637415721619,114.09750047416763,22.560213063062147
20201124HQB046,113.852581997811,22.6115645145805,113.84108543235352,22.60862071786426
20201124HQB047,113.905612948932,22.5814866403565,113.89426592558483,22.578349720150957
20201124HQB050,114.148016173693,22.6083437996468,114.13647230206304,22.604905058942578
20201124HQB051,114.074512320367,22.5545216869231,114.06283772782858,22.5515375327105
20201124HQB053,114.076597161115,22.5431626598688,114.0649324610591,22.540160934325993
20201124HQB058,114.097039967048,22.544987349339,114.08543190224023,22.541663864545622
20201124HQB062,113.901248902679,22.5789825075877,113.88991183745084,22.57578495416844
20201127BAXC001,113.899281046742,22.5943636227066,113.88793831848977,22.591138944395723
20201127BAXC002,113.899281046742,22.5943636227066,113.88793831848977,22.591138944395723
20201129CTC001,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201129CTC003,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201129CTC004,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201129CTC005,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201129CTC006,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201129CTC007,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201129CTC008,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201129CTC009,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201129CTC010,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201129CTC011,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201129CTC012,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201129HGC004,114.063615739596,22.5203700997625,114.05195121523624,22.517431103191843
20201129HGC005,114.076597161115,22.5431626598688,114.0649324610591,22.540160934325993
20201129HGC006,114.076080938685,22.5294636296151,114.06441682154744,22.526467865057594
20201129HGC008,114.063615739596,22.5203700997625,114.05195121523624,22.517431103191843
20201129HGC009,114.076597161115,22.5431626598688,114.0649324610591,22.540160934325993
20201129HGC011,114.063615739596,22.5203700997625,114.05195121523624,22.517431103191843
20201129HGC027,114.076597161115,22.5431626598688,114.0649324610591,22.540160934325993
20201129HGC028,114.070097833137,22.5233737860278,114.05842871126924,22.52042217279208
20201129HGC029,114.063615739596,22.5203700997625,114.05195121523624,22.517431103191843
20201129HGC030,114.076597161115,22.5431626598688,114.0649324610591,22.540160934325993
20201129HGC031,114.076080938685,22.5294636296151,114.06441682154744,22.526467865057594
20201129HGC032,114.060435058213,22.5413412755521,114.04878119602385,22.53839508823806
20201129HGC033,114.068702951224,22.5330388961897,114.05703764894535,22.53009360390878
20201129HGC035,114.060435058213,22.5413412755521,114.04878119602385,22.53839508823806
20201129HGC036,114.071745232685,22.6684638055552,114.06006619974279,22.665484409374503
20201129HZRYF001,114.13620379053,22.5591173665409,114.12468991418696,22.555520417302347
20201129HZRYF002,114.13620379053,22.5591173665409,114.12468991418696,22.555520417302347
20201129HZZX002,114.128217713958,22.5670118231973,114.11668868559114,22.563362098261507
20201129HZZX003,114.132786924865,22.5487054997733,114.12128047061267,22.545082190418785
20201129HZZX004,114.054949161701,22.551934472949,114.04330543616872,22.54895394103512
20201129HZZX005,114.057744102443,22.549670410768,114.0460929635758,22.546709954528506
20201129HZZX006,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201129HZZX009,114.070759809407,22.5243227685238,114.05909107950518,22.52136780971719
20201129HZZX010,114.058658974769,22.5392553184208,114.0470104010537,22.536301472242368
20201129HZZX011,113.919214082298,22.5439328588018,113.90786242714466,22.541035869284556
20201129HZZX012,114.11836957931,22.5705973576323,114.10681575396711,22.566968185339217
20201129HZZX013,114.122971037258,22.5995531655595,114.11141227755144,22.59589612472691
20201129HZZX014,113.969263149642,22.5984522539666,113.95780769773077,22.59554319971223
20201129HZZX015,114.143131926391,22.5606332877812,114.13161560492067,22.55712359086934
20201129HZZX016,114.057606872376,22.5310293186597,114.0459615586433,22.52806991710795
20201129HZZX017,114.078388332809,22.551420613143,114.06672079107642,22.54839778280682
20201129HZZX018,114.061659855429,22.5292431902161,114.05000353930947,22.526301388217313
20201129HZZX019,114.051633729637,22.6364804400331,114.03999419628447,22.633457996092044
20201129HZZX020,113.921090952977,22.5161980881814,113.90972684592737,22.513332693119537
20201129HZZX021,114.053978077518,22.5518714881585,114.04233795117074,22.548882785807802
20201129HZZX022,114.125230693092,22.5522040421704,114.11371173796036,22.54855500345696
20201129HZZX026,113.918332995082,22.526154808668,113.90698449956307,22.523243280957715
20201129HZZX029,114.060574035715,22.5391212606646,114.04892048762932,22.536175800985955
20201129HZZX030,114.053978077518,22.5518714881585,114.04233795117074,22.548882785807802
20201129HZZX031,114.077961167127,22.5394926400562,114.06629952505715,22.536476592981618
20201129HZZX032,113.929304706493,22.4934457193593,113.91789341087126,22.490701051825
20201129HZZX034,114.030946980085,22.5562844866419,114.01942089830692,22.552982848063913
20201129HZZX035,114.074512320367,22.5545216869231,114.06283772782858,22.5515375327105
20201129HZZX036,113.957916335228,22.5768173760974,113.94646017160846,22.57409487059826
20201129HZZX037,114.076220042515,22.5361206533975,114.06455675936859,22.533123415954723
20201129HZZX038,113.942737582825,22.5051121716395,113.9313041776678,22.502475987690616
20201129HZZX040,114.149580917487,22.5832238355248,114.13803750606502,22.579816595924836
20201129HZZX041,114.077465329564,22.552478618245,114.06579558947143,22.54946597043808
20201129HZZX043,113.966489301373,22.5729104015201,113.95504442125707,22.570058161603917
20201129HZZX044,114.057744102443,22.549670410768,114.0460929635758,22.546709954528506
20201129HZZX045,114.03891995671,22.5256198470891,114.02735785319834,22.5224412076564
20201129HZZX046,114.020244340671,22.6457852296149,114.00877673128252,22.64234455211163
20201129HZZX047,114.078338112456,22.5363166354582,114.06667756570894,22.53329650687998
20201129LHEC001,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201129LHEC002,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201129LHEC009,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201129LHEC014,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201129LHEC015,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201129LHEC016,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201129LHEC017,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201129LHEC019,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201129LHEC020,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201129LHEC023,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201129LHEC024,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201129ZZHF001,113.911098905716,22.5799588865871,113.89973930195744,22.576911397690264
20201129ZZHF002,113.911098905716,22.5799588865871,113.89973930195744,22.576911397690264
20201129ZZHF003,113.911098905716,22.5799588865871,113.89973930195744,22.576911397690264
20201129ZZHF004,113.911098905716,22.5799588865871,113.89973930195744,22.576911397690264
20201130CTC013,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201130CTC014,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201130CTC015,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201130CTC017,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201130CTC018,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201130CTC019,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201130CTC020,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201130CTC021,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201130CTC022,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201130CTC023,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201130CTC024,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201130CTC025,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201130CTC026,114.068999358139,22.5664269112188,114.05731181666778,22.56347429428764
20201130HGC012,114.076597161115,22.5431626598688,114.0649324610591,22.540160934325993
20201130HGC013,114.076080938685,22.5294636296151,114.06441682154744,22.526467865057594
20201130HGC015,114.076080938685,22.5294636296151,114.06441682154744,22.526467865057594
20201130HGC016,114.076080938685,22.5294636296151,114.06441682154744,22.526467865057594
20201130HGC017,114.076597161115,22.5431626598688,114.0649324610591,22.540160934325993
20201130HGC018,114.076080938685,22.5294636296151,114.06441682154744,22.526467865057594
20201130HGC019,114.076597161115,22.5431626598688,114.0649324610591,22.540160934325993
20201130HGC022,114.068106936793,22.5329679236024,114.0564420120352,22.53002464852679
20201130HGC023,114.076080938685,22.5294636296151,114.06441682154744,22.526467865057594
20201130HGC024,114.070097833137,22.5233737860278,114.05842871126924,22.52042217279208
20201130HGC025,114.076597161115,22.5431626598688,114.0649324610591,22.540160934325993
20201130HGC026,114.076597161115,22.5431626598688,114.0649324610591,22.540160934325993
20201130LHEC025,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201130LHEC026,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201130LHEC028,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201130LHEC029,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201130LHEC030,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201130LHEC032,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201130LHEC033,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201130LHEC034,114.076919380024,22.5562626041795,114.06524550129696,22.55325491022177
20201201BTJD001,114.08078487447,22.6206032842851,114.06909784382766,22.61753881711121
20201201BTJD002,114.077261801369,22.6281664190293,114.06557612772095,22.625144697372015
20201201BTJD003,114.076544850417,22.6284324410906,114.06485854831186,22.62541827249973
20201201BTJD004,114.08078487447,22.6206032842851,114.06909784382766,22.61753881711121
20201201BTJD005,114.087008963795,22.6330505734384,114.07534930084483,22.629892985268004
20201201BTJD006,114.060816606446,22.6299762613265,114.04914101800514,22.62701826144732
20201201BTJD007,114.060816606446,22.6299762613265,114.04914101800514,22.62701826144732
20201201BTJD008,114.07622383695,22.6206473822395,114.06452979070447,22.61763618851929
20201201BTJD009,114.07622383695,22.6206473822395,114.06452979070447,22.61763618851929
20201201BTJD010,114.079556868164,22.626384353464,114.06787300822673,22.62333587965949
20201201BTJD011,114.08013088218,22.6230373113241,114.06844486463595,22.619981461903137
20201201BTJD012,114.063773656438,22.6200171292802,114.05208264367067,22.617064904289133
20201201BTJD014,114.076590830542,22.6383145322338,114.06491320298441,22.635299988687198
20201201BTJD016,114.076544850417,22.6284324410906,114.06485854831186,22.62541827249973
20201201BTJD017,114.075293804821,22.6317775078334,114.06360934370218,22.628775639908397
20201201BTJD018,114.075293804821,22.6317775078334,114.06360934370218,22.628775639908397
20201201BTJD019,114.087488034468,22.6575948230061,114.07584065062474,22.65442707296517
20201201BTJD021,114.073459006785,22.6502736958427,114.06178489654393,22.647286596335203
20201201BTJD022,114.072804754231,22.6254055657061,114.06111272560399,22.62242406085976
20201201BTJD023,114.067866729457,22.6188138394132,114.05616957455875,22.61585720739483
20201201BTJD024,114.041003051694,22.6649359862376,114.02942102815057,22.66177113313394
20201201BTJD025,114.073459006785,22.6502736958427,114.06178489654393,22.647286596335203
20201201BTJD026,114.073459006785,22.6502736958427,114.06178489654393,22.647286596335203
20201201BTJD028,114.061389647086,22.6361262034249,114.04971818033133,22.6331700588906
20201201BTJD029,114.06411662632,22.6301510806248,114.05243461482593,22.627199406115302
20201201BTJD030,114.069824706551,22.6248627223102,114.05813210870761,22.621898908458753
20201201BTJD031,114.069824706551,22.6248627223102,114.05813210870761,22.621898908458753
20201201BTJD032,114.069603719905,22.6296487492287,114.05791575959155,22.626686097318334
20201201BTJD034,114.066761684476,22.6264869194518,114.05507269508024,22.62353321508358
20201201BTJD035,114.066761684476,22.6264869194518,114.05507269508024,22.62353321508358
20201201BTJD036,114.064716717399,22.6386490383021,114.0530410149606,22.635697515144493
20201201BTJD037,114.064716717399,22.6386490383021,114.0530410149606,22.635697515144493
